0, 0
1, 331.565
2, 1381.04
3, 2121.37
4, 2188.32
5, 2867.66
6, 3987.28
7, 4329.62
8, 4528.92
9, 5571.47
10, 6414.54
11, 6494.36
12, 7087.29
13, 8231.77
14, 8639.91
15, 8793.67
16, 9792.77
17, 10696.5
18, 10790.6
19, 11320.8
20, 12480.8
21, 12939.5
22, 13061.2
23, 14027.3
24, 14977.9
25, 15082.3
26, 15565.2
27, 16742.1
28, 17237.3
29, 17334
30, 18279.8
31, 19269.4
32, 19375.2
33, 19822.7
34, 21024.8
35, 21543.9
36, 21615
37, 22553.9
38, 23582.4
39, 23677.5
40, 24096.3
41, 25335.8
42, 25870.1
43, 25909.1
44, 26854.2
45, 27926.2
46, 27996.9
47, 28390.3
48, 29682.7
49, 30226.6
50, 30220.7
51, 31183.4
52, 32311.5
53, 32343.9
54, 32707.1
55, 34069.5
56, 34625.5
57, 34557.5
58, 35543.5
59, 36745.3
60, 36728.6
61, 37051.8
62, 38501.7
63, 39076
64, 38925.2
65, 39937.8
66, 41236.5
67, 41161.4
68, 41426.8
69, 42981.4
70, 43590.2
71, 43333.7
72, 44366.2
73, 45789.5
74, 45654.8
75, 45838.8
76, 47510.4
77, 48175.4
78, 47791.8
79, 48832.8
80, 50410.8
81, 50218
82, 50290.6
83, 52091.2
84, 52842.2
85, 52309.1
86, 53337.8
87, 55102.5
88, 54864.3
89, 54791.3
90, 56721.4
91, 57595.5
92, 56897.9
93, 57886.9
94, 59866.4
95, 59601.4
96, 59346.8
97, 61403.5
98, 62443.8
99, 61566.9
100, 62481.3
101, 64704.4
102, 64442.1
103, 63965.8
104, 66134
105, 67389.1
106, 66330.4
107, 67129.3
108, 69612.3
109, 69392.1
110, 68659.3
111, 70915.1
112, 72434.1
113, 71196.1
114, 71833.9
115, 74591.5
116, 74462
117, 73434.8
118, 75743.3
119, 77580.5
120, 76179
121, 76601.8
122, 79635.2
123, 79654.7
124, 78306.5
125, 80623.2
126, 82823.2
127, 81285.5
128, 81441.5
129, 84743.2
130, 84974.9
131, 83281.6
132, 85552.6
133, 88163.2
134, 86529
135, 86356.9
136, 89908.2
137, 90425.1
138, 88375.6
139, 90535.6
140, 93591.2
141, 91914.4
142, 91360.2
143, 95131.2
144, 96000.9
145, 93595.4
146, 95576.9
147, 99105.3
148, 97449.9
149, 96456.1
150, 100404
151, 101704
152, 98956.9
153, 100678
154, 104694
155, 103140
156, 101659
157, 105728
158, 107525
159, 104467
160, 105849
161, 110356
162, 108985
163, 106974
164, 111098
165, 113461
166, 110137
167, 111094
168, 116077
169, 114988
170, 112420
171, 116512
172, 119498
173, 115975
174, 116423
175, 121852
176, 121140
177, 118001
178, 121974
179, 125631
180, 121984
181, 121841
182, 127672
183, 127442
184, 123733
185, 127479
186, 131845
187, 128172
188, 127364
189, 133527
190, 133879
191, 129626
192, 133035
193, 138130
194, 134532
195, 132996
196, 139416
197, 140449
198, 135684
199, 138642
200, 144473
201, 141070
202, 138751
203, 145327
204, 147132
205, 141920
206, 144314
207, 150857
208, 147774
209, 144638
210, 151261
211, 153920
212, 148333
213, 150051
214, 157277
215, 154645
216, 150666
217, 157209
218, 160796
219, 154932
220, 155869
221, 163711
222, 161666
223, 156849
224, 163178
225, 167738
226, 161712
227, 161775
228, 170153
229, 168832
230, 163189
231, 169161
232, 174736
233, 168677
234, 167779
235, 176588
236, 176122
237, 169702
238, 175170
239, 181762
240, 175816
241, 173896
242, 183014
243, 183518
244, 176384
245, 181205
246, 188804
247, 183129
248, 180128
249, 189417
250, 191005
251, 183249
252, 187273
253, 195838
254, 190601
255, 186494
256, 195802
257, 198553
258, 190289
259, 193388
260, 202857
261, 198218
262, 192992
263, 202161
264, 206148
265, 197513
266, 199552
267, 209835
268, 205968
269, 199642
270, 208496
271, 213759
272, 204913
273, 205785
274, 216770
275, 213823
276, 206440
277, 214813
278, 221372
279, 212483
280, 212087
281, 223645
282, 221774
283, 213401
284, 221108
285, 228954
286, 220218
287, 218481
288, 230451
289, 229784
290, 220523
291, 227395
292, 236496
293, 228095
294, 224967
295, 237188
296, 237840
297, 227809
298, 233674
299, 243971
300, 236111
301, 231569
302, 243843
303, 245908
304, 235262
305, 239965
306, 251364
307, 244233
308, 238287
309, 250426
310, 253973
311, 242867
312, 246268
313, 258664
314, 252452
315, 245134
316, 256928
317, 262002
318, 250629
319, 252610
320, 265852
321, 260735
322, 252117
323, 263364
324, 269978
325, 258523
326, 258993
327, 272929
328, 269073
329, 259234
330, 269729
331, 277880
332, 266550
333, 265437
334, 279875
335, 277429
336, 266496
337, 276046
338, 285678
339, 274683
340, 271955
341, 286699
342, 285784
343, 273889
344, 282313
345, 293365
346, 282918
347, 278550
348, 293386
349, 294114
350, 281423
351, 288552
352, 300911
353, 291223
354, 285246
355, 299956
356, 302383
357, 289079
358, 294774
359, 308316
360, 299586
361, 292034
362, 306401
363, 310581
364, 296864
365, 300989
366, 315556
367, 307982
368, 298936
369, 312740
370, 318668
371, 304753
372, 307222
373, 322642
374, 316381
375, 305942
376, 318981
377, 326638
378, 312745
379, 313472
380, 329557
381, 324773
382, 313067
383, 325131
384, 334459
