0, 668530
1, 677164
2, 671546
3, 665230
4, 673623
5, 676257
6, 666832
7, 668045
8, 676983
9, 672101
10, 665171
11, 673092
12, 676542
13, 667236
14, 667601
15, 676760
16, 672637
17, 665151
18, 672563
19, 676800
20, 667657
21, 667172
22, 676505
23, 673178
24, 665174
25, 672014
26, 677013
27, 668119
28, 666779
29, 676203
30, 673695
31, 665247
32, 671472
33, 677184
34, 668594
35, 666410
36, 675877
37, 674210
38, 665354
39, 670911
40, 677319
41, 669108
42, 666069
43, 675506
44, 674701
45, 665521
46, 670357
47, 677400
48, 669634
49, 665765
50, 675114
51, 675176
52, 665722
53, 669791
54, 677447
55, 670193
56, 665486
57, 674675
58, 675635
59, 665987
60, 669224
61, 677436
62, 670764
63, 665260
64, 674212
65, 676059
66, 666290
67, 668662
68, 677389
69, 671356
70, 665064
71, 673706
72, 676468
73, 666655
74, 668097
75, 677278
76, 671964
77, 664932
78, 673167
79, 676831
80, 667059
81, 667556
82, 677126
83, 672576
84, 664840
85, 672597
86, 677169
87, 667518
88, 667019
89, 676906
90, 673207
91, 664817
92, 671989
93, 677449
94, 668026
95, 666521
96, 676632
97, 673828
98, 664844
99, 671364
100, 677692
101, 668573
102, 666040
103, 676298
104, 674460
105, 664941
106, 670706
107, 677867
108, 669178
109, 665610
110, 675895
111, 675070
112, 665104
113, 670046
114, 677986
115, 669812
116, 665215
117, 675441
118, 675676
119, 665332
120, 669362
121, 678037
122, 670500
123, 664878
124, 674914
125, 676241
126, 665644
127, 668689
128, 678008
129, 671209
130, 664600
131, 674344
132, 676777
133, 666020
134, 668010
135, 677914
136, 671956
137, 664386
138, 673707
139, 677263
140, 666485
141, 667351
142, 677730
143, 672706
144, 664258
145, 673034
146, 677688
147, 667012
148, 666712
149, 677480
150, 673473
151, 664202
152, 672307
153, 678055
154, 667623
155, 666104
156, 677136
157, 674230
158, 664249
159, 671551
160, 678338
161, 668286
162, 665548
163, 676726
164, 674970
165, 664379
166, 670762
167, 678555
168, 669018
169, 665036
170, 676223
171, 675692
172, 664618
173, 669952
174, 678673
175, 669793
176, 664606
177, 675652
178, 676365
179, 664944
180, 669142
181, 678713
182, 670608
183, 664242
184, 675003
185, 677001
186, 665375
187, 668326
188, 678645
189, 671458
190, 663980
191, 674285
192, 677565
193, 665891
194, 667545
195, 678488
196, 672315
197, 663802
198, 673514
199, 678070
200, 666495
201, 666785
202, 678223
203, 673190
204, 663736
205, 672684
206, 678479
207, 667184
208, 666087
209, 677859
210, 674045
211, 663768
212, 671831
213, 678807
214, 667934
215, 665438
216, 677401
217, 674893
218, 663910
219, 670941
220, 679027
221, 668758
222, 664874
223, 676840
224, 675693
225, 664165
226, 670055
227, 679143
228, 669622
229, 664386
230, 676204
231, 676455
232, 664520
233, 669161
234, 679153
235, 670538
236, 663996
237, 675476
238, 677142
239, 664992
240, 668298
241, 679041
242, 671464
243, 663713
244, 674694
245, 677756
246, 665553
247, 667458
248, 678830
249, 672412
250, 663535
251, 673842
252, 678282
253, 666220
254, 666670
255, 678497
256, 673340
257, 663486
258, 672959
259, 678702
260, 666958
261, 665944
262, 678072
263, 674250
264, 663546
265, 672034
266, 679025
267, 667779
268, 665287
269, 677537
270, 675119
271, 663742
272, 671098
273, 679226
